ACC,Cell membrane,Cytoplasm,Endoplasmic reticulum,Golgi apparatus,Lysosome/Vacuole,Mitochondrion,Nucleus,Peroxisome
Q7Z7K6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
A4Q9F4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8AWF5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P86961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P20290,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9H7T9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P0DJH6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q09553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9ULV4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Q9WUM4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8BNX7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P05059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q0VBL3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8N954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q4QXT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q1HA14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q1HA20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P17658,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P17659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q23022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96IU2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NXS2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P29692-2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
O88775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G5EDS1-2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9N9H4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O01798,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O02039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9U3A0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
H2A0M6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9UI32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q96LR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NRA2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P59055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8IYL3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9NTK1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Q9UGC7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q8BLF1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q6PIU2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G5EFZ3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8TED4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A1YV58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5D710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9HBE4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4D256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P26339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O88454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3V8V5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NYG8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9UKF2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q969R8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P40689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q93789,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
A1YB07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q96T37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P47817,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q6DKI7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P83404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G5EGP8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8UVZ7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q01523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5Y4U8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P83562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BWS9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q6H3D7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8UVU7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5CPE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5CPE0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q86LG1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B1P1A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P81603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9PVF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7T2R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0HKC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P70090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6H3D3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2PWA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0DJJ9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P45881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6H3D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8QG87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q90249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P24605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P20474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6JK69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8AXY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2YHJ4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2YHJ9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2YHJ8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6H3D5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P49121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0HKC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A8CG82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q10754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P34180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8QN54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P80963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0CAS0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P31854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0CAR9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0C616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8IVN8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P48181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P97849,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NRR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8N699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8R2H2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q20402,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
W4VSG7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9GYF0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O88623-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5U349-2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q26636,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q91VU0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8NDD1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9NQ76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q70EL2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q49B93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8WWQ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0DM66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P28908,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P22079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08113,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q66HD0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q812F3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P10321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5XXA6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8BHY3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9UBV2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9D563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A1S6M251,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q21815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q8N3F9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q969P6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C0HKM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P36378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8BP40,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q6XZB0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96L08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q495A1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q64536,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q86UT6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P48740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P90920,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NAS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O60883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q99JG2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P22646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q76LU6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q76LU5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P81117,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P80303,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Q9JK42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q6ZXC8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P86960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P11609,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P14735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7TNV0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q13886,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9BRF8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P97478,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
O95563,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q9H7L9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
O60508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q86WX3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8C6B9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q00765,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9VVR6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9BGN8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9NR90,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q13117,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q86SG3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9NQZ3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9BQ65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q6PID8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q6PAR0-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q2MJS2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q5EIC4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9H6X4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8R537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Q9N3Z3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9VQF7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
O95817,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P53350,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O43405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P02748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q99PT3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
O44406,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9JI51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
O60664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9VWR5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q7K3D8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q80YW5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q21341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8WZ19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9P2K6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9JHL0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q3MIE4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
O60885-3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F1RAX4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9UBW8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q712U5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O15127,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Q5JT25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8CBX0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P80109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P22366,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9H0N0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9NRW1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Q8IXV7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8ITC9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7Z7F0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9UBL6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
A7Y7W3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9Y315,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8TBQ9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q9UKF6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P84213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P41241,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P32577,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q18711,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
O18423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O55057,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q95142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O43924,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P0C2B8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q14BK3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q19541,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q1T763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8NFX7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P05089,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8IP68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P53671,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q6P9B9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9ERR2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q6SKR5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8BHH1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
J3S6Y1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q60846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9CR58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q924V4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q9DAT5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q7L099,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A1L188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
O94806,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q95XR4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9HBU9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P58137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Q8WVJ2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P0C0E4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Q09314,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q24185,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P80217,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q20992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
P63056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6QZQ4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q15139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8BPX9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q8TD16,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Q921C5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Q7TNC4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q86VE9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NVR2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9TVL3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q96G30,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
O43182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q91VN1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P17028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q78ZR5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q810J8,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Q9HBF4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Q5SY80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P52927,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P17156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q99NF3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q03427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9VVI3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9P0L2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O08678,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O60829,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
P58749,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
A2A974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q91WL5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9VA00,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P35659,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9P2Y5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
A3QM97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9VF59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8N5Y2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P0DKM0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q7K5M0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7SZK7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BUE6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q24168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9Y5A9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q91YT7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q07998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q5BJF6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A3KGV1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O43818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P63045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P31415,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q76CY5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P47226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P35233,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Q8N9L9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
P22977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2LRU7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q64253,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8IPX7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P59326,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7Z739,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BYJ9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q64368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O16466,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
O95391,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9VTK2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9GZQ3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8N6Q3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8BL65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q19286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BSH4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
O95721,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q86XS8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O35095,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Q9UBB6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q68CZ6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O57382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2A0P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96PZ2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q99MW3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8BGW8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q8BZQ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P51688,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P28069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q12962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9Z1B2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P97484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BRV8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Y572,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q15040,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
G5EDS1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q6VTH5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9N363,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7Z7J5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9W0G7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8NAN2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q96FQ6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P51965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P52842,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q06520,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P09052,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q4JG17,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
P54217,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9DED4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9DBS9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9VV74,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q9W534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q49MG5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O15126,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Q9W1A4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
